Industry,Date,County,High Wage Count
restaurants and other food services,2019-09-01,San Bernardino,5557
restaurants and other food services,2019-09-01,San Bernardino,5557
restaurants and other food services,2019-10-01,San Bernardino,5578
restaurants and other food services,2019-10-01,San Bernardino,5578
restaurants and other food services,2019-10-01,San Bernardino,5379
restaurants and other food services,2019-10-01,San Bernardino,724
restaurants and other food services,2019-10-01,San Bernardino,5578
restaurants and other food services,2019-10-01,San Bernardino,5578
restaurants and other food services,2019-11-01,San Bernardino,5593
restaurants and other food services,2019-11-01,San Bernardino,5593
restaurants and other food services,2019-11-01,San Bernardino,5391
restaurants and other food services,2019-11-01,San Bernardino,667
restaurants and other food services,2019-11-01,San Bernardino,5593
restaurants and other food services,2019-11-01,San Bernardino,5593
restaurants and other food services,2019-12-01,San Bernardino,5572
restaurants and other food services,2019-12-01,San Bernardino,5572
restaurants and other food services,2019-12-01,San Bernardino,5370
restaurants and other food services,2019-12-01,San Bernardino,656
restaurants and other food services,2019-12-01,San Bernardino,5572
restaurants and other food services,2019-12-01,San Bernardino,5572
restaurants and other food services,2019-01-01,San Diego,2014
restaurants and other food services,2019-01-01,San Diego,2014
restaurants and other food services,2019-01-01,San Diego,1992
restaurants and other food services,2019-01-01,San Diego,227
restaurants and other food services,2019-01-01,San Diego,2014
restaurants and other food services,2019-01-01,San Diego,2014
restaurants and other food services,2019-02-01,San Diego,2034
restaurants and other food services,2019-02-01,San Diego,2034
restaurants and other food services,2019-02-01,San Diego,2004
restaurants and other food services,2019-02-01,San Diego,240
restaurants and other food services,2019-02-01,San Diego,2034
restaurants and other food services,2019-02-01,San Diego,2034
restaurants and other food services,2019-03-01,San Diego,2051
restaurants and other food services,2019-03-01,San Diego,2051
restaurants and other food services,2019-03-01,San Diego,2018
restaurants and other food services,2019-03-01,San Diego,245
restaurants and other food services,2019-03-01,San Diego,2051
restaurants and other food services,2019-03-01,San Diego,2051
restaurants and other food services,2019-04-01,San Diego,2071
restaurants and other food services,2019-04-01,San Diego,2071
restaurants and other food services,2019-04-01,San Diego,2028
restaurants and other food services,2019-04-01,San Diego,250
restaurants and other food services,2019-04-01,San Diego,2071
restaurants and other food services,2019-04-01,San Diego,2071
restaurants and other food services,2019-05-01,San Diego,2093
restaurants and other food services,2019-05-01,San Diego,2093
restaurants and other food services,2019-05-01,San Diego,2041
restaurants and other food services,2019-05-01,San Diego,251
restaurants and other food services,2019-05-01,San Diego,2093
restaurants and other food services,2019-05-01,San Diego,2093
restaurants and other food services,2019-06-01,San Diego,2094
restaurants and other food services,2019-06-01,San Diego,2094
restaurants and other food services,2019-06-01,San Diego,2046
restaurants and other food services,2019-06-01,San Diego,250
restaurants and other food services,2019-06-01,San Diego,2094
restaurants and other food services,2019-06-01,San Diego,2094
restaurants and other food services,2019-07-01,San Diego,2097
restaurants and other food services,2019-07-01,San Diego,2097
restaurants and other food services,2019-07-01,San Diego,2034
restaurants and other food services,2019-07-01,San Diego,232
restaurants and other food services,2019-07-01,San Diego,2097
restaurants and other food services,2019-07-01,San Diego,2097
restaurants and other food services,2019-08-01,San Diego,2110
restaurants and other food services,2019-08-01,San Diego,2110
restaurants and other food services,2019-08-01,San Diego,2028
restaurants and other food services,2019-08-01,San Diego,235
restaurants and other food services,2019-08-01,San Diego,2110
restaurants and other food services,2019-08-01,San Diego,2110
restaurants and other food services,2019-09-01,San Diego,2095
restaurants and other food services,2019-09-01,San Diego,2095
restaurants and other food services,2019-09-01,San Diego,2031
restaurants and other food services,2019-09-01,San Diego,250
restaurants and other food services,2019-09-01,San Diego,2095
restaurants and other food services,2019-09-01,San Diego,2095
restaurants and other food services,2019-10-01,San Diego,2103
restaurants and other food services,2019-10-01,San Diego,2103
restaurants and other food services,2019-10-01,San Diego,2028
restaurants and other food services,2019-10-01,San Diego,273
restaurants and other food services,2019-10-01,San Diego,2103
restaurants and other food services,2019-10-01,San Diego,2103
restaurants and other food services,2019-11-01,San Diego,2109
restaurants and other food services,2019-11-01,San Diego,2109
restaurants and other food services,2019-11-01,San Diego,2033
restaurants and other food services,2019-11-01,San Diego,251
restaurants and other food services,2019-11-01,San Diego,2109
restaurants and other food services,2019-11-01,San Diego,2109
restaurants and other food services,2019-12-01,San Diego,2101
restaurants and other food services,2019-12-01,San Diego,2101
restaurants and other food services,2019-12-01,San Diego,2025
restaurants and other food services,2019-12-01,San Diego,247
restaurants and other food services,2019-12-01,San Diego,2101
restaurants and other food services,2019-12-01,San Diego,2101
restaurants and other food services,2019-01-01,San Francisco,3948
restaurants and other food services,2019-01-01,San Francisco,3948
restaurants and other food services,2019-01-01,San Francisco,3906
restaurants and other food services,2019-01-01,San Francisco,445
restaurants and other food services,2019-01-01,San Francisco,3948
restaurants and other food services,2019-01-01,San Francisco,3948
restaurants and other food services,2019-02-01,San Francisco,3987
restaurants and other food services,2019-02-01,San Francisco,3987
restaurants and other food services,2019-02-01,San Francisco,3928
restaurants and other food services,2019-02-01,San Francisco,471
restaurants and other food services,2019-02-01,San Francisco,3987
restaurants and other food services,2019-02-01,San Francisco,3987
restaurants and other food services,2019-03-01,San Francisco,4020
restaurants and other food services,2019-03-01,San Francisco,4020
restaurants and other food services,2019-03-01,San Francisco,3956
restaurants and other food services,2019-03-01,San Francisco,480
restaurants and other food services,2019-03-01,San Francisco,4020
restaurants and other food services,2019-03-01,San Francisco,4020
restaurants and other food services,2019-04-01,San Francisco,4059
restaurants and other food services,2019-04-01,San Francisco,4059
restaurants and other food services,2019-04-01,San Francisco,3976
restaurants and other food services,2019-04-01,San Francisco,491
restaurants and other food services,2019-04-01,San Francisco,4059
restaurants and other food services,2019-04-01,San Francisco,4059
restaurants and other food services,2019-05-01,San Francisco,4103
restaurants and other food services,2019-05-01,San Francisco,4103
restaurants and other food services,2019-05-01,San Francisco,4000
restaurants and other food services,2019-05-01,San Francisco,493
restaurants and other food services,2019-05-01,San Francisco,4103
restaurants and other food services,2019-05-01,San Francisco,4103
restaurants and other food services,2019-06-01,San Francisco,4106
restaurants and other food services,2019-06-01,San Francisco,4106
restaurants and other food services,2019-06-01,San Francisco,4011
restaurants and other food services,2019-06-01,San Francisco,491
restaurants and other food services,2019-06-01,San Francisco,4106
restaurants and other food services,2019-06-01,San Francisco,4106
restaurants and other food services,2019-07-01,San Francisco,4110
restaurants and other food services,2019-07-01,San Francisco,4110
restaurants and other food services,2019-07-01,San Francisco,3987
restaurants and other food services,2019-07-01,San Francisco,456
restaurants and other food services,2019-07-01,San Francisco,4110
restaurants and other food services,2019-07-01,San Francisco,4110
restaurants and other food services,2019-08-01,San Francisco,4136
restaurants and other food services,2019-08-01,San Francisco,4136
restaurants and other food services,2019-08-01,San Francisco,3976
restaurants and other food services,2019-08-01,San Francisco,460
restaurants and other food services,2019-08-01,San Francisco,4136
restaurants and other food services,2019-08-01,San Francisco,4136
restaurants and other food services,2019-09-01,San Francisco,4108
restaurants and other food services,2019-09-01,San Francisco,4108
restaurants and other food services,2019-09-01,San Francisco,3980
restaurants and other food services,2019-09-01,San Francisco,491
restaurants and other food services,2019-09-01,San Francisco,4108
restaurants and other food services,2019-09-01,San Francisco,4108
restaurants and other food services,2019-10-01,San Francisco,4123
restaurants and other food services,2019-10-01,San Francisco,4123
restaurants and other food services,2019-10-01,San Francisco,3976
restaurants and other food services,2019-10-01,San Francisco,535
restaurants and other food services,2019-10-01,San Francisco,4123
restaurants and other food services,2019-10-01,San Francisco,4123
restaurants and other food services,2019-11-01,San Francisco,4134
restaurants and other food services,2019-11-01,San Francisco,4134
restaurants and other food services,2019-11-01,San Francisco,3985
restaurants and other food services,2019-11-01,San Francisco,493
restaurants and other food services,2019-11-01,San Francisco,4134
restaurants and other food services,2019-11-01,San Francisco,4134
restaurants and other food services,2019-12-01,San Francisco,4119
restaurants and other food services,2019-12-01,San Francisco,4119
restaurants and other food services,2019-12-01,San Francisco,3969
restaurants and other food services,2019-12-01,San Francisco,485
restaurants and other food services,2019-12-01,San Francisco,4119
restaurants and other food services,2019-12-01,San Francisco,4119
restaurants and other food services,2019-01-01,San Joaquin,6530
restaurants and other food services,2019-01-01,San Joaquin,6530
restaurants and other food services,2019-01-01,San Joaquin,6461
restaurants and other food services,2019-01-01,San Joaquin,736
restaurants and other food services,2019-01-01,San Joaquin,6530
restaurants and other food services,2019-01-01,San Joaquin,6530
restaurants and other food services,2019-02-01,San Joaquin,6595
restaurants and other food services,2019-02-01,San Joaquin,6595
restaurants and other food services,2019-02-01,San Joaquin,6497
restaurants and other food services,2019-02-01,San Joaquin,780
restaurants and other food services,2019-02-01,San Joaquin,6595
restaurants and other food services,2019-02-01,San Joaquin,6595
restaurants and other food services,2019-03-01,San Joaquin,6650
restaurants and other food services,2019-03-01,San Joaquin,6650
restaurants and other food services,2019-03-01,San Joaquin,6545
restaurants and other food services,2019-03-01,San Joaquin,795
restaurants and other food services,2019-03-01,San Joaquin,6650
restaurants and other food services,2019-03-01,San Joaquin,6650
restaurants and other food services,2019-04-01,San Joaquin,6715
restaurants and other food services,2019-04-01,San Joaquin,6715
restaurants and other food services,2019-04-01,San Joaquin,6577
restaurants and other food services,2019-04-01,San Joaquin,813
restaurants and other food services,2019-04-01,San Joaquin,6715
restaurants and other food services,2019-04-01,San Joaquin,6715
restaurants and other food services,2019-05-01,San Joaquin,6788
restaurants and other food services,2019-05-01,San Joaquin,6788
restaurants and other food services,2019-05-01,San Joaquin,6617
restaurants and other food services,2019-05-01,San Joaquin,816
restaurants and other food services,2019-05-01,San Joaquin,6788
restaurants and other food services,2019-05-01,San Joaquin,6788
restaurants and other food services,2019-06-01,San Joaquin,6792
restaurants and other food services,2019-06-01,San Joaquin,6792
restaurants and other food services,2019-06-01,San Joaquin,6635
restaurants and other food services,2019-06-01,San Joaquin,813
restaurants and other food services,2019-06-01,San Joaquin,6792
restaurants and other food services,2019-06-01,San Joaquin,6792
restaurants and other food services,2019-07-01,San Joaquin,6799
restaurants and other food services,2019-07-01,San Joaquin,6799
restaurants and other food services,2019-07-01,San Joaquin,6595
restaurants and other food services,2019-07-01,San Joaquin,755
restaurants and other food services,2019-07-01,San Joaquin,6799
restaurants and other food services,2019-07-01,San Joaquin,6799
restaurants and other food services,2019-08-01,San Joaquin,6842
restaurants and other food services,2019-08-01,San Joaquin,6842
restaurants and other food services,2019-08-01,San Joaquin,6577
restaurants and other food services,2019-08-01,San Joaquin,762
restaurants and other food services,2019-08-01,San Joaquin,6842
restaurants and other food services,2019-08-01,San Joaquin,6842
restaurants and other food services,2019-09-01,San Joaquin,6795
restaurants and other food services,2019-09-01,San Joaquin,6795
restaurants and other food services,2019-09-01,San Joaquin,6585
restaurants and other food services,2019-09-01,San Joaquin,813
restaurants and other food services,2019-09-01,San Joaquin,6795
restaurants and other food services,2019-09-01,San Joaquin,6795
restaurants and other food services,2019-10-01,San Joaquin,6821
restaurants and other food services,2019-10-01,San Joaquin,6821
restaurants and other food services,2019-10-01,San Joaquin,6577
restaurants and other food services,2019-10-01,San Joaquin,885
restaurants and other food services,2019-10-01,San Joaquin,6821
restaurants and other food services,2019-10-01,San Joaquin,6821
restaurants and other food services,2019-11-01,San Joaquin,6839
restaurants and other food services,2019-11-01,San Joaquin,6839
restaurants and other food services,2019-11-01,San Joaquin,6592
restaurants and other food services,2019-11-01,San Joaquin,816
restaurants and other food services,2019-11-01,San Joaquin,6839
restaurants and other food services,2019-11-01,San Joaquin,6839
restaurants and other food services,2019-12-01,San Joaquin,6813
restaurants and other food services,2019-12-01,San Joaquin,6813
restaurants and other food services,2019-12-01,San Joaquin,6566
restaurants and other food services,2019-12-01,San Joaquin,802
restaurants and other food services,2019-12-01,San Joaquin,6813
restaurants and other food services,2019-12-01,San Joaquin,6813
restaurants and other food services,2019-01-01,San Luis Obispo,1369
restaurants and other food services,2019-01-01,San Luis Obispo,1369
restaurants and other food services,2019-01-01,San Luis Obispo,1354
restaurants and other food services,2019-01-01,San Luis Obispo,154
restaurants and other food services,2019-01-01,San Luis Obispo,1369
restaurants and other food services,2019-01-01,San Luis Obispo,1369
restaurants and other food services,2019-02-01,San Luis Obispo,1383
restaurants and other food services,2019-02-01,San Luis Obispo,1383
restaurants and other food services,2019-02-01,San Luis Obispo,1362
restaurants and other food services,2019-02-01,San Luis Obispo,163
restaurants and other food services,2019-02-01,San Luis Obispo,1383
restaurants and other food services,2019-02-01,San Luis Obispo,1383
restaurants and other food services,2019-03-01,San Luis Obispo,1394
restaurants and other food services,2019-03-01,San Luis Obispo,1394
restaurants and other food services,2019-03-01,San Luis Obispo,1372
restaurants and other food services,2019-03-01,San Luis Obispo,166
restaurants and other food services,2019-03-01,San Luis Obispo,1394
restaurants and other food services,2019-03-01,San Luis Obispo,1394
restaurants and other food services,2019-04-01,San Luis Obispo,1408
restaurants and other food services,2019-04-01,San Luis Obispo,1408
restaurants and other food services,2019-04-01,San Luis Obispo,1379
restaurants and other food services,2019-04-01,San Luis Obispo,170
restaurants and other food services,2019-04-01,San Luis Obispo,1408
restaurants and other food services,2019-04-01,San Luis Obispo,1408
restaurants and other food services,2019-05-01,San Luis Obispo,1423
restaurants and other food services,2019-05-01,San Luis Obispo,1423
restaurants and other food services,2019-05-01,San Luis Obispo,1387
restaurants and other food services,2019-05-01,San Luis Obispo,171
restaurants and other food services,2019-05-01,San Luis Obispo,1423
restaurants and other food services,2019-05-01,San Luis Obispo,1423
restaurants and other food services,2019-06-01,San Luis Obispo,1424
restaurants and other food services,2019-06-01,San Luis Obispo,1424
restaurants and other food services,2019-06-01,San Luis Obispo,1391
restaurants and other food services,2019-06-01,San Luis Obispo,170
restaurants and other food services,2019-06-01,San Luis Obispo,1424
restaurants and other food services,2019-06-01,San Luis Obispo,1424
restaurants and other food services,2019-07-01,San Luis Obispo,1425
restaurants and other food services,2019-07-01,San Luis Obispo,1425
restaurants and other food services,2019-07-01,San Luis Obispo,1383
restaurants and other food services,2019-07-01,San Luis Obispo,158
restaurants and other food services,2019-07-01,San Luis Obispo,1425
restaurants and other food services,2019-07-01,San Luis Obispo,1425
restaurants and other food services,2019-08-01,San Luis Obispo,1434
restaurants and other food services,2019-08-01,San Luis Obispo,1434
restaurants and other food services,2019-08-01,San Luis Obispo,1379
restaurants and other food services,2019-08-01,San Luis Obispo,159
restaurants and other food services,2019-08-01,San Luis Obispo,1434
restaurants and other food services,2019-08-01,San Luis Obispo,1434
restaurants and other food services,2019-09-01,San Luis Obispo,1424
restaurants and other food services,2019-09-01,San Luis Obispo,1424
restaurants and other food services,2019-09-01,San Luis Obispo,1380
restaurants and other food services,2019-09-01,San Luis Obispo,170
restaurants and other food services,2019-09-01,San Luis Obispo,1424
restaurants and other food services,2019-09-01,San Luis Obispo,1424
restaurants and other food services,2019-10-01,San Luis Obispo,1430
restaurants and other food services,2019-10-01,San Luis Obispo,1430
restaurants and other food services,2019-10-01,San Luis Obispo,1379
restaurants and other food services,2019-10-01,San Luis Obispo,185
restaurants and other food services,2019-10-01,San Luis Obispo,1430
restaurants and other food services,2019-10-01,San Luis Obispo,1430
restaurants and other food services,2019-11-01,San Luis Obispo,1434
restaurants and other food services,2019-11-01,San Luis Obispo,1434
restaurants and other food services,2019-11-01,San Luis Obispo,1382
restaurants and other food services,2019-11-01,San Luis Obispo,171
restaurants and other food services,2019-11-01,San Luis Obispo,1434
restaurants and other food services,2019-11-01,San Luis Obispo,1434
restaurants and other food services,2019-12-01,San Luis Obispo,1428
restaurants and other food services,2019-12-01,San Luis Obispo,1428
restaurants and other food services,2019-12-01,San Luis Obispo,1377
restaurants and other food services,2019-12-01,San Luis Obispo,168
restaurants and other food services,2019-12-01,San Luis Obispo,1428
restaurants and other food services,2019-12-01,San Luis Obispo,1428
restaurants and other food services,2019-01-01,San Mateo,2390
restaurants and other food services,2019-01-01,San Mateo,2390
restaurants and other food services,2019-01-01,San Mateo,2364
restaurants and other food services,2019-01-01,San Mateo,269
restaurants and other food services,2019-01-01,San Mateo,2390
restaurants and other food services,2019-01-01,San Mateo,2390
restaurants and other food services,2019-02-01,San Mateo,2413
restaurants and other food services,2019-02-01,San Mateo,2413
restaurants and other food services,2019-02-01,San Mateo,2378
restaurants and other food services,2019-02-01,San Mateo,285
restaurants and other food services,2019-02-01,San Mateo,2413
restaurants and other food services,2019-02-01,San Mateo,2413
restaurants and other food services,2019-03-01,San Mateo,2433
restaurants and other food services,2019-03-01,San Mateo,2433
restaurants and other food services,2019-03-01,San Mateo,2395
restaurants and other food services,2019-03-01,San Mateo,290
restaurants and other food services,2019-03-01,San Mateo,2433
restaurants and other food services,2019-03-01,San Mateo,2433
restaurants and other food services,2019-04-01,San Mateo,2457
restaurants and other food services,2019-04-01,San Mateo,2457
restaurants and other food services,2019-04-01,San Mateo,2407
restaurants and other food services,2019-04-01,San Mateo,297
restaurants and other food services,2019-04-01,San Mateo,2457
restaurants and other food services,2019-04-01,San Mateo,2457
restaurants and other food services,2019-05-01,San Mateo,2484
restaurants and other food services,2019-05-01,San Mateo,2484
restaurants and other food services,2019-05-01,San Mateo,2421
restaurants and other food services,2019-05-01,San Mateo,298
restaurants and other food services,2019-05-01,San Mateo,2484
restaurants and other food services,2019-05-01,San Mateo,2484
restaurants and other food services,2019-06-01,San Mateo,2485
restaurants and other food services,2019-06-01,San Mateo,2485
restaurants and other food services,2019-06-01,San Mateo,2428
restaurants and other food services,2019-06-01,San Mateo,297
restaurants and other food services,2019-06-01,San Mateo,2485
restaurants and other food services,2019-06-01,San Mateo,2485
restaurants and other food services,2019-07-01,San Mateo,2488
restaurants and other food services,2019-07-01,San Mateo,2488
restaurants and other food services,2019-07-01,San Mateo,2413
restaurants and other food services,2019-07-01,San Mateo,276
restaurants and other food services,2019-07-01,San Mateo,2488
restaurants and other food services,2019-07-01,San Mateo,2488
restaurants and other food services,2019-08-01,San Mateo,2504
restaurants and other food services,2019-08-01,San Mateo,2504
restaurants and other food services,2019-08-01,San Mateo,2407
restaurants and other food services,2019-08-01,San Mateo,278
restaurants and other food services,2019-08-01,San Mateo,2504
restaurants and other food services,2019-08-01,San Mateo,2504
restaurants and other food services,2019-09-01,San Mateo,2487
restaurants and other food services,2019-09-01,San Mateo,2487
restaurants and other food services,2019-09-01,San Mateo,2409
restaurants and other food services,2019-09-01,San Mateo,297
restaurants and other food services,2019-09-01,San Mateo,2487
restaurants and other food services,2019-09-01,San Mateo,2487
restaurants and other food services,2019-10-01,San Mateo,2496
restaurants and other food services,2019-10-01,San Mateo,2496
restaurants and other food services,2019-10-01,San Mateo,2407
restaurants and other food services,2019-10-01,San Mateo,324
restaurants and other food services,2019-10-01,San Mateo,2496
restaurants and other food services,2019-10-01,San Mateo,2496
restaurants and other food services,2019-11-01,San Mateo,2502
restaurants and other food services,2019-11-01,San Mateo,2502
restaurants and other food services,2019-11-01,San Mateo,2412
restaurants and other food services,2019-11-01,San Mateo,298
restaurants and other food services,2019-11-01,San Mateo,2502
restaurants and other food services,2019-11-01,San Mateo,2502
restaurants and other food services,2019-12-01,San Mateo,2493
restaurants and other food services,2019-12-01,San Mateo,2493
restaurants and other food services,2019-12-01,San Mateo,2403
restaurants and other food services,2019-12-01,San Mateo,293
restaurants and other food services,2019-12-01,San Mateo,2493
restaurants and other food services,2019-12-01,San Mateo,2493
restaurants and other food services,2019-01-01,Santa Barbara,2172
restaurants and other food services,2019-01-01,Santa Barbara,2172
restaurants and other food services,2019-01-01,Santa Barbara,2150
restaurants and other food services,2019-01-01,Santa Barbara,245
restaurants and other food services,2019-01-01,Santa Barbara,2172
restaurants and other food services,2019-01-01,Santa Barbara,2172
restaurants and other food services,2019-02-01,Santa Barbara,2194
restaurants and other food services,2019-02-01,Santa Barbara,2194
restaurants and other food services,2019-02-01,Santa Barbara,2162
restaurants and other food services,2019-02-01,Santa Barbara,259
restaurants and other food services,2019-02-01,Santa Barbara,2194
restaurants and other food services,2019-02-01,Santa Barbara,2194
restaurants and other food services,2019-03-01,Santa Barbara,2212
restaurants and other food services,2019-03-01,Santa Barbara,2212
restaurants and other food services,2019-03-01,Santa Barbara,2177
restaurants and other food services,2019-03-01,Santa Barbara,264
restaurants and other food services,2019-03-01,Santa Barbara,2212
restaurants and other food services,2019-03-01,Santa Barbara,2212
restaurants and other food services,2019-04-01,Santa Barbara,2234
restaurants and other food services,2019-04-01,Santa Barbara,2234
restaurants and other food services,2019-04-01,Santa Barbara,2188
restaurants and other food services,2019-04-01,Santa Barbara,270
restaurants and other food services,2019-04-01,Santa Barbara,2234
restaurants and other food services,2019-04-01,Santa Barbara,2234
restaurants and other food services,2019-05-01,Santa Barbara,2258
restaurants and other food services,2019-05-01,Santa Barbara,2258
restaurants and other food services,2019-05-01,Santa Barbara,2201
restaurants and other food services,2019-05-01,Santa Barbara,271
restaurants and other food services,2019-05-01,Santa Barbara,2258
restaurants and other food services,2019-05-01,Santa Barbara,2258
restaurants and other food services,2019-06-01,Santa Barbara,2259
restaurants and other food services,2019-06-01,Santa Barbara,2259
restaurants and other food services,2019-06-01,Santa Barbara,2207
restaurants and other food services,2019-06-01,Santa Barbara,270
restaurants and other food services,2019-06-01,Santa Barbara,2259
restaurants and other food services,2019-06-01,Santa Barbara,2259
restaurants and other food services,2019-07-01,Santa Barbara,2262
restaurants and other food services,2019-07-01,Santa Barbara,2262
restaurants and other food services,2019-07-01,Santa Barbara,2194
restaurants and other food services,2019-07-01,Santa Barbara,251
restaurants and other food services,2019-07-01,Santa Barbara,2262
restaurants and other food services,2019-07-01,Santa Barbara,2262
restaurants and other food services,2019-08-01,Santa Barbara,2276
restaurants and other food services,2019-08-01,Santa Barbara,2276
restaurants and other food services,2019-08-01,Santa Barbara,2188
restaurants and other food services,2019-08-01,Santa Barbara,253
restaurants and other food services,2019-08-01,Santa Barbara,2276
restaurants and other food services,2019-08-01,Santa Barbara,2276
restaurants and other food services,2019-09-01,Santa Barbara,2261
restaurants and other food services,2019-09-01,Santa Barbara,2261
restaurants and other food services,2019-09-01,Santa Barbara,2191
restaurants and other food services,2019-09-01,Santa Barbara,270
restaurants and other food services,2019-09-01,Santa Barbara,2261
restaurants and other food services,2019-09-01,Santa Barbara,2261
restaurants and other food services,2019-10-01,Santa Barbara,2269
restaurants and other food services,2019-10-01,Santa Barbara,2269
restaurants and other food services,2019-10-01,Santa Barbara,2188
restaurants and other food services,2019-10-01,Santa Barbara,294
restaurants and other food services,2019-10-01,Santa Barbara,2269
restaurants and other food services,2019-10-01,Santa Barbara,2269
restaurants and other food services,2019-11-01,Santa Barbara,2275
restaurants and other food services,2019-11-01,Santa Barbara,2275
restaurants and other food services,2019-11-01,Santa Barbara,2193
restaurants and other food services,2019-11-01,Santa Barbara,271
restaurants and other food services,2019-11-01,Santa Barbara,2275
restaurants and other food services,2019-11-01,Santa Barbara,2275
restaurants and other food services,2019-12-01,Santa Barbara,2267
restaurants and other food services,2019-12-01,Santa Barbara,2267
restaurants and other food services,2019-12-01,Santa Barbara,2185
restaurants and other food services,2019-12-01,Santa Barbara,266
restaurants and other food services,2019-12-01,Santa Barbara,2267
restaurants and other food services,2019-12-01,Santa Barbara,2267
restaurants and other food services,2019-01-01,Santa Clara,3230
restaurants and other food services,2019-01-01,Santa Clara,3230
restaurants and other food services,2019-01-01,Santa Clara,3196
restaurants and other food services,2019-01-01,Santa Clara,364
restaurants and other food services,2019-01-01,Santa Clara,3230
restaurants and other food services,2019-01-01,Santa Clara,3230
restaurants and other food services,2019-02-01,Santa Clara,3262
restaurants and other food services,2019-02-01,Santa Clara,3262
restaurants and other food services,2019-02-01,Santa Clara,3213
restaurants and other food services,2019-02-01,Santa Clara,386
restaurants and other food services,2019-02-01,Santa Clara,3262
restaurants and other food services,2019-02-01,Santa Clara,3262
restaurants and other food services,2019-03-01,Santa Clara,3289
restaurants and other food services,2019-03-01,Santa Clara,3289
restaurants and other food services,2019-03-01,Santa Clara,3237
restaurants and other food services,2019-03-01,Santa Clara,393
restaurants and other food services,2019-03-01,Santa Clara,3289
restaurants and other food services,2019-03-01,Santa Clara,3289
restaurants and other food services,2019-04-01,Santa Clara,3321
restaurants and other food services,2019-04-01,Santa Clara,3321
restaurants and other food services,2019-04-01,Santa Clara,3253
restaurants and other food services,2019-04-01,Santa Clara,402
restaurants and other food services,2019-04-01,Santa Clara,3321
restaurants and other food services,2019-04-01,Santa Clara,3321
restaurants and other food services,2019-05-01,Santa Clara,3357
restaurants and other food services,2019-05-01,Santa Clara,3357
restaurants and other food services,2019-05-01,Santa Clara,3273
restaurants and other food services,2019-05-01,Santa Clara,403
restaurants and other food services,2019-05-01,Santa Clara,3357
restaurants and other food services,2019-05-01,Santa Clara,3357
restaurants and other food services,2019-06-01,Santa Clara,3359
restaurants and other food services,2019-06-01,Santa Clara,3359
restaurants and other food services,2019-06-01,Santa Clara,3282
restaurants and other food services,2019-06-01,Santa Clara,402
restaurants and other food services,2019-06-01,Santa Clara,3359
restaurants and other food services,2019-06-01,Santa Clara,3359
restaurants and other food services,2019-07-01,Santa Clara,3363
restaurants and other food services,2019-07-01,Santa Clara,3363
restaurants and other food services,2019-07-01,Santa Clara,3262
restaurants and other food services,2019-07-01,Santa Clara,373
restaurants and other food services,2019-07-01,Santa Clara,3363
restaurants and other food services,2019-07-01,Santa Clara,3363
restaurants and other food services,2019-08-01,Santa Clara,3384
restaurants and other food services,2019-08-01,Santa Clara,3384
restaurants and other food services,2019-08-01,Santa Clara,3253
restaurants and other food services,2019-08-01,Santa Clara,377
restaurants and other food services,2019-08-01,Santa Clara,3384
restaurants and other food services,2019-08-01,Santa Clara,3384
restaurants and other food services,2019-09-01,Santa Clara,3361
restaurants and other food services,2019-09-01,Santa Clara,3361
restaurants and other food services,2019-09-01,Santa Clara,3257
restaurants and other food services,2019-09-01,Santa Clara,402
restaurants and other food services,2019-09-01,Santa Clara,3361
restaurants and other food services,2019-09-01,Santa Clara,3361
restaurants and other food services,2019-10-01,Santa Clara,3373
restaurants and other food services,2019-10-01,Santa Clara,3373
restaurants and other food services,2019-10-01,Santa Clara,3253
restaurants and other food services,2019-10-01,Santa Clara,438
restaurants and other food services,2019-10-01,Santa Clara,3373
restaurants and other food services,2019-10-01,Santa Clara,3373
restaurants and other food services,2019-11-01,Santa Clara,3382
restaurants and other food services,2019-11-01,Santa Clara,3382
restaurants and other food services,2019-11-01,Santa Clara,3260
restaurants and other food services,2019-11-01,Santa Clara,403
restaurants and other food services,2019-11-01,Santa Clara,3382
restaurants and other food services,2019-11-01,Santa Clara,3382
restaurants and other food services,2019-12-01,Santa Clara,3370
restaurants and other food services,2019-12-01,Santa Clara,3370
restaurants and other food services,2019-12-01,Santa Clara,3248
restaurants and other food services,2019-12-01,Santa Clara,396
restaurants and other food services,2019-12-01,Santa Clara,3370
restaurants and other food services,2019-12-01,Santa Clara,3370
restaurants and other food services,2019-01-01,Santa Cruz,4554
restaurants and other food services,2019-01-01,Santa Cruz,4554
restaurants and other food services,2019-01-01,Santa Cruz,4506
restaurants and other food services,2019-01-01,Santa Cruz,513
restaurants and other food services,2019-01-01,Santa Cruz,4554
restaurants and other food services,2019-01-01,Santa Cruz,4554
restaurants and other food services,2019-02-01,Santa Cruz,4600
restaurants and other food services,2019-02-01,Santa Cruz,4600
restaurants and other food services,2019-02-01,Santa Cruz,4532
restaurants and other food services,2019-02-01,Santa Cruz,544
restaurants and other food services,2019-02-01,Santa Cruz,4600
restaurants and other food services,2019-02-01,Santa Cruz,4600
restaurants and other food services,2019-03-01,Santa Cruz,4638
restaurants and other food services,2019-03-01,Santa Cruz,4638
restaurants and other food services,2019-03-01,Santa Cruz,4565
restaurants and other food services,2019-03-01,Santa Cruz,554
restaurants and other food services,2019-03-01,Santa Cruz,4638
restaurants and other food services,2019-03-01,Santa Cruz,4638
restaurants and other food services,2019-04-01,Santa Cruz,4684
